curve_id,rank,conductor,torsion_order,regulator,period,ls_deriv,sha_estimate
E_5425,2,280775,2,41.2848,4.8184,1.574425,0.04593827
E_5426,2,191288,4,28.5307,8.0152,0.476933,0.00837412
E_5427,2,571678,2,13.9591,5.1049,0.87686,0.08016782
E_5428,3,481164,4,7.3686,3.8355,1.951008,0.06347111
E_5429,2,114390,2,25.3372,6.9977,1.534611,0.10595831
E_5430,2,597619,1,20.9604,9.0162,0.638484,0.27464645
E_5431,2,318547,2,35.2454,3.2705,1.242545,0.02882464
E_5432,3,651595,2,45.3043,4.6614,0.108887,0.00280087
E_5433,2,327436,4,40.4572,2.3711,0.540126,0.00197847
E_5434,2,325121,4,14.4482,1.9158,1.439597,0.01193047
E_5435,2,351063,2,44.0677,7.8011,1.144486,0.05065076
E_5436,3,124502,4,41.8362,2.0866,0.944649,0.00294468
E_5437,2,646774,4,46.5277,7.9538,1.384843,0.01479598
E_5438,3,473957,4,23.4744,4.3492,0.802933,0.00929767
E_5439,3,793618,6,38.6602,9.951,0.062051,0.00044366
E_5440,2,328300,4,29.9912,2.0537,0.887643,0.00379893
E_5441,2,203920,6,16.2146,1.0205,1.805237,0.00315601
E_5442,4,444912,6,49.7271,0.8468,1.714664,0.00081108
E_5443,2,687073,4,2.8771,8.3706,0.823904,0.14981602
E_5444,2,700338,2,8.9514,4.434,0.054221,0.00671448
E_5445,3,647026,4,44.7346,0.1309,1.276251,0.00023341
E_5446,3,174231,1,3.9676,8.7602,1.484977,3.2787316
E_5447,4,173606,2,44.4542,8.7815,0.595545,0.02941105
E_5448,3,586517,6,36.0459,8.0835,0.958561,0.00597119
E_5449,2,403806,6,2.7975,2.5584,1.983795,0.0503956
E_5450,2,480457,2,22.0367,3.7903,1.156923,0.04974753
E_5451,3,327369,2,37.9691,7.4748,0.708639,0.03487662
E_5452,2,593896,4,29.5719,4.9446,1.258703,0.01315392
E_5453,2,256688,6,46.8577,1.6229,0.368244,0.00035428
E_5454,3,595898,1,43.5146,2.5037,0.406512,0.02338949
E_5455,2,373326,4,17.2997,9.7286,1.8506,0.06504357
E_5456,2,555229,2,5.1467,1.595,0.486008,0.03765436
E_5457,2,262403,6,47.2686,7.2882,0.628471,0.00269172
E_5458,2,126128,2,26.3471,4.8324,1.092117,0.05007711
E_5459,2,131556,2,4.6455,7.5112,1.800388,0.72775128
E_5460,2,358470,2,41.0122,6.645,1.565083,0.06339563
E_5461,2,777236,4,43.5568,4.4478,0.09713,0.0006199
E_5462,2,240021,1,32.3318,3.6037,1.389129,0.15483221
E_5463,3,676250,1,22.9279,7.5682,1.013082,0.33440512
E_5464,2,714342,6,33.4465,3.2991,0.95635,0.00262035
E_5465,4,617200,2,35.6275,7.8989,1.386201,0.07683295
E_5466,2,302278,1,44.7585,6.8304,0.400502,0.06111887
E_5467,2,648387,2,47.8372,5.8189,1.963162,0.05969958
E_5468,3,335943,6,26.2017,3.7511,1.29416,0.00514653
E_5469,2,283683,2,40.1262,2.1303,0.737656,0.00979054
E_5470,4,794245,1,48.261,7.1332,1.204402,0.17801621
E_5471,2,415288,2,8.4109,1.0044,0.440777,0.01315901
E_5472,4,296292,1,1.8951,9.7084,1.271345,6.51296807
E_5473,2,632125,6,43.5792,9.7896,0.066152,0.00041279
E_5474,3,280427,2,10.5684,1.3892,0.688952,0.02264042
E_5475,2,278371,1,3.0815,1.129,1.497559,0.54867568
E_5476,4,468946,6,8.8447,4.1859,1.617876,0.02126907
E_5477,2,726701,2,19.8216,9.6405,0.51331,0.06241379
E_5478,2,151012,6,11.744,4.0631,1.083425,0.01041209
E_5479,4,230193,1,15.9574,3.7016,1.061701,0.24628025
E_5480,2,318168,2,48.7894,7.0655,0.848698,0.03072632
E_5481,2,248178,2,35.5159,1.8694,0.464582,0.00611339
E_5482,2,158123,2,35.8974,3.6969,1.409424,0.03628744
E_5483,2,211825,6,5.6396,2.9839,0.5122,0.00752789
E_5484,2,633008,6,36.8728,6.0552,1.822941,0.00831558
E_5485,2,268733,1,37.2279,1.7113,1.061718,0.04880528
E_5486,3,324970,4,33.3275,5.5321,1.742252,0.018075
E_5487,2,324866,2,12.1934,8.5897,0.588578,0.10365666
E_5488,2,250862,2,21.7288,5.1903,1.616088,0.09650765
E_5489,4,682943,1,42.4675,6.8666,0.236191,0.03818989
E_5490,3,717736,2,33.8399,0.845,1.535992,0.00958863
E_5491,2,278446,6,36.9057,4.5452,0.780022,0.00266848
E_5492,2,798267,6,29.7813,1.0394,0.94528,0.00091643
E_5493,2,281143,2,23.0297,6.0347,0.341947,0.02240094
E_5494,2,744795,2,38.1935,2.8824,0.047069,0.00088805
E_5495,2,396956,6,4.3284,2.9439,1.335733,0.02523555
E_5496,2,413045,2,33.9849,0.86,1.179559,0.00746229
E_5497,2,160186,6,49.863,3.1714,1.248632,0.002206
E_5498,2,222066,4,39.2294,5.1161,0.517453,0.00421773
E_5499,4,490508,4,15.2376,5.8881,0.486162,0.01174139
E_5500,4,136160,2,14.6132,0.76,1.66229,0.021613
E_5501,2,119156,2,33.6937,6.5494,1.524893,0.07410239
E_5502,2,176208,2,44.8969,4.9399,0.680212,0.01871053
E_5503,2,573196,6,29.3195,5.4154,1.279233,0.00656328
E_5504,3,565536,4,26.8427,8.3447,1.658019,0.0322147
E_5505,2,773289,4,8.8588,3.488,1.778771,0.04377253
E_5506,2,559822,1,36.0574,1.8231,0.021554,0.00108979
E_5507,3,331226,1,35.4126,5.5629,1.62879,0.25586362
E_5508,3,555775,2,48.3806,9.4557,0.707281,0.03455846
E_5509,3,547421,6,15.7094,5.2269,1.439573,0.01330503
E_5510,3,561691,2,38.0658,8.3359,0.749089,0.04101011
E_5511,2,405007,4,22.2692,7.5946,1.216436,0.02592803
E_5512,2,165439,2,28.3652,5.2315,1.297097,0.05980711
E_5513,3,762554,2,41.0062,6.5108,0.815936,0.03238776
E_5514,3,745649,4,11.8778,4.1261,1.030443,0.02237215
E_5515,2,312986,4,17.8006,5.3532,1.455364,0.02735461
E_5516,2,297286,4,38.8921,5.1221,0.957847,0.00788429
E_5517,2,592508,4,28.9524,7.1202,0.037821,0.00058133
E_5518,3,129777,1,5.5287,4.1588,0.035679,0.02683847
E_5519,4,356427,6,22.0791,1.0877,1.326009,0.00181456
E_5520,2,781543,6,29.745,7.9082,1.696003,0.01252529
E_5521,2,520661,4,45.5663,6.88,1.572694,0.0148412
E_5522,2,298110,6,10.2359,9.5062,0.627697,0.01619304
E_5523,4,449345,6,40.4917,4.3443,0.947544,0.00282391
E_5524,3,514627,6,7.4006,0.8742,0.47598,0.00156182
E_5525,3,378011,6,12.8695,1.304,1.978408,0.00556839
E_5526,2,686789,4,12.9239,7.7559,0.528408,0.01981929
E_5527,2,245338,2,43.9965,0.7708,0.838361,0.00367193
E_5528,2,790568,2,10.7519,9.0875,1.365447,0.28851876
E_5529,2,601754,2,39.5611,2.8883,1.753275,0.03200103
E_5530,3,745832,1,23.6285,8.9989,0.112437,0.04282156
E_5531,3,524429,6,49.9554,7.7577,0.609029,0.00262716
E_5532,4,762727,4,42.1155,8.7249,1.142282,0.01479013
E_5533,4,659650,4,37.2455,2.219,1.240443,0.00461892
E_5534,2,350449,1,43.6656,5.9974,0.149355,0.02051367
E_5535,3,413732,4,32.0675,1.0265,1.331517,0.00266392
E_5536,3,269357,2,42.339,2.1026,1.060848,0.01317071
E_5537,3,750971,1,13.7952,3.168,1.656978,0.38051687
E_5538,2,305827,4,5.7875,7.434,0.452156,0.03629944
E_5539,2,302918,1,31.1807,0.3447,0.398104,0.00440101
E_5540,2,398451,1,22.2998,9.0409,1.588741,0.64411558
E_5541,4,442424,4,21.8956,0.801,1.4107,0.00322545
E_5542,2,513083,2,26.8106,3.8273,1.58543,0.05658132
E_5543,2,207669,4,18.7077,0.9028,1.566049,0.00472342
E_5544,2,258998,6,31.6769,7.7128,0.216961,0.0014674
E_5545,2,727503,6,2.4979,1.499,0.56438,0.00940797
E_5546,2,722995,4,48.5247,8.8591,0.527569,0.00601986
E_5547,2,506396,2,46.3107,5.3492,1.869829,0.05399448
E_5548,2,717125,6,46.8282,9.4899,0.980058,0.00551701
E_5549,2,345847,6,18.8852,2.9746,0.231004,0.0010107
E_5550,3,327544,4,27.0627,4.5977,0.58626,0.00622501
E_5551,2,367614,4,47.7524,6.973,1.745084,0.01592652
E_5552,3,327467,4,45.215,8.3359,1.695662,0.01953841
E_5553,2,246025,1,39.722,4.2714,1.801676,0.19373845
E_5554,2,612177,1,20.9592,8.9351,0.783172,0.33387344
E_5555,3,715781,1,28.6526,1.2681,1.286269,0.05692739
E_5556,2,317995,4,39.8527,7.116,0.563566,0.00628931
E_5557,2,393313,2,14.3776,3.5472,0.369842,0.02281159
E_5558,2,669929,6,31.696,1.1032,0.053583,5.181e-05
E_5559,3,254062,1,41.5688,3.928,0.454647,0.04296139
E_5560,2,653949,2,35.6653,8.8141,1.212705,0.07492509
E_5561,3,768779,4,24.4946,9.8073,1.809379,0.04527815
E_5562,2,727907,1,29.6458,3.9887,0.275507,0.03706814
E_5563,2,438246,4,49.4451,8.8755,1.836843,0.02060733
E_5564,2,657373,2,30.4974,5.1456,0.697317,0.02941328
E_5565,2,197064,1,39.4953,7.1984,0.859389,0.15663195
E_5566,2,499346,1,36.6036,0.5492,0.736307,0.01104754
E_5567,2,730011,1,35.373,5.6174,0.82313,0.13071694
E_5568,2,233114,1,36.1021,0.7946,0.525794,0.01157262
E_5569,3,591638,2,23.2661,2.7593,1.400223,0.04151572
E_5570,2,657765,1,24.2338,5.7115,1.518784,0.3579519
E_5571,2,738449,6,23.9253,8.0909,1.647995,0.01548078
E_5572,3,784076,6,2.6295,5.6528,0.689166,0.04115397
E_5573,2,440281,4,12.8122,9.3683,1.531608,0.06999463
E_5574,2,239133,1,8.5736,8.1223,1.278974,1.21165094
E_5575,3,763969,6,44.4358,1.6468,1.916253,0.00197269
E_5576,3,397515,6,14.4735,3.9507,0.855322,0.00648526
E_5577,2,445165,6,7.7837,6.718,1.984696,0.0475823
E_5578,3,514021,2,6.8686,9.3902,1.483384,0.50699096
E_5579,2,370001,1,35.2995,9.8784,1.554793,0.43510155
E_5580,2,766980,2,1.2981,7.6555,0.061153,0.09016193
E_5581,2,632465,2,24.0939,5.7803,0.999823,0.05996618
E_5582,4,523327,6,6.8247,7.5904,1.06139,0.03279092
E_5583,2,351842,6,42.6335,2.805,0.090794,0.00016593
E_5584,2,450722,4,47.9641,2.9077,0.631141,0.00239133
E_5585,2,714229,1,47.979,6.5781,1.911732,0.26210559
E_5586,2,636114,1,22.6562,8.7312,0.857962,0.33063964
E_5587,2,769250,6,32.5812,9.7011,0.381537,0.00315564
E_5588,2,444572,6,30.3855,3.4792,1.031544,0.00328094
E_5589,2,610283,1,18.1519,7.9859,0.077193,0.03396094
E_5590,2,750332,4,22.7592,8.5302,1.036818,0.02428761
E_5591,2,612656,6,4.1519,6.2694,1.192594,0.05002294
E_5592,2,605350,4,39.9893,3.5412,0.721812,0.00399494
E_5593,2,437164,2,12.7994,6.229,1.527527,0.18584789
E_5594,2,629783,6,23.5658,5.886,0.280071,0.00194314
E_5595,3,128481,2,24.5504,6.1046,1.757585,0.10925844
E_5596,2,766627,6,28.4749,6.2307,1.911335,0.0116174
E_5597,2,237815,2,41.076,8.4859,0.012457,0.00064337
E_5598,2,727763,6,34.9022,1.7838,1.687016,0.00239503
E_5599,2,419186,4,33.4901,3.7362,1.017149,0.00709216
E_5600,2,149476,4,26.8105,5.9014,0.928197,0.01276939
E_5601,2,390696,4,5.7018,2.9049,0.484971,0.01544241
E_5602,2,538988,2,20.6984,9.7837,0.900177,0.1063737
E_5603,2,784308,4,47.9085,2.7052,1.90135,0.0067101
E_5604,2,307383,2,49.7819,4.7493,0.429467,0.01024302
E_5605,2,169093,6,36.7944,8.7859,0.366292,0.00242957
E_5606,2,693411,2,12.1482,0.8926,0.491374,0.00902604
E_5607,2,116535,6,5.9926,8.2248,1.10815,0.042248
E_5608,2,428634,1,21.3235,5.753,1.861297,0.50217092
E_5609,2,670850,1,42.972,0.4148,1.152024,0.01112025
E_5610,2,481186,1,36.3713,9.0388,0.49453,0.12289794
E_5611,2,356323,2,44.3107,0.488,0.8865,0.00244079
E_5612,3,358916,1,31.173,5.2007,0.786896,0.1312806
E_5613,2,330063,1,7.3861,0.5854,0.102673,0.00813755
E_5614,2,141269,1,6.625,0.8049,1.026177,0.1246747
E_5615,3,180674,6,3.3521,8.8833,0.260753,0.01919483
E_5616,3,385291,4,28.7869,7.6817,1.686066,0.02812011
E_5617,2,538744,2,12.9014,2.0497,1.102436,0.04378717
E_5618,2,701383,1,36.9848,6.2426,1.690767,0.28538162
E_5619,3,190925,6,34.6262,7.9673,1.912529,0.01222396
E_5620,3,690669,4,16.5874,8.9069,1.886945,0.0633268
E_5621,2,723756,4,9.6633,4.7362,0.209854,0.00642838
E_5622,2,342330,4,6.0176,8.9852,1.890186,0.17639611
E_5623,2,113731,6,37.1284,5.1277,1.593537,0.0061133
E_5624,2,486791,1,23.0716,6.9135,1.55754,0.46672328
E_5625,2,591874,4,16.853,9.7924,0.189356,0.00687656
E_5626,2,675312,6,42.976,2.4359,0.367234,0.00057819
E_5627,2,741000,6,30.087,1.7684,1.950575,0.00318465
E_5628,3,201121,2,26.3821,3.486,0.434607,0.0143567
E_5629,2,365976,6,37.4256,1.7276,0.346416,0.00044419
E_5630,2,656620,4,40.9636,2.9132,0.73108,0.0032495
E_5631,3,112467,4,34.6176,7.4556,1.827579,0.02460038
E_5632,3,141025,6,22.5603,4.8275,0.957625,0.00569207
E_5633,2,244179,4,19.5856,3.8129,1.841962,0.02241193
E_5634,2,177994,6,38.8116,3.7504,0.675334,0.00181273
E_5635,2,194202,4,26.3775,2.0258,0.460792,0.00221181
E_5636,2,667769,2,35.5149,4.5294,0.995454,0.03173886
E_5637,2,495797,1,44.6295,6.2839,1.234799,0.17386154
E_5638,2,699406,2,45.8786,1.4776,0.789083,0.00635345
E_5639,2,486154,2,14.6081,9.7308,0.698601,0.11633865
E_5640,2,544854,1,10.2066,4.4885,0.443938,0.19522816
E_5641,2,748002,4,13.8031,9.4848,0.557263,0.0239327
E_5642,2,260185,1,37.8172,1.4331,1.349505,0.05114011
E_5643,2,184363,6,19.1328,7.6954,0.746048,0.00833522
E_5644,2,425188,1,9.4961,6.2146,0.168717,0.11041466
E_5645,2,311027,2,5.8209,8.2186,0.284929,0.10057369
E_5646,3,373958,1,17.0383,6.0467,0.751035,0.26653383
E_5647,2,461484,4,7.6707,9.6321,1.84976,0.14517151
E_5648,2,372168,2,8.6623,6.3066,0.76427,0.13910697
E_5649,3,682124,6,34.5103,7.8676,0.130678,0.00082755
E_5650,2,369579,4,1.9669,8.7881,0.841809,0.23507492
E_5651,2,355095,2,6.7601,7.1744,1.340947,0.35578209
E_5652,2,581632,6,42.3739,5.2899,1.191256,0.00413097
E_5653,2,361176,4,42.4008,2.8009,0.564818,0.00233191
E_5654,3,483015,6,17.1329,8.5595,1.379297,0.01914136
E_5655,2,349717,1,5.3097,4.8577,1.264943,1.15726192
E_5656,2,758767,1,35.5435,6.245,0.352624,0.06195611
E_5657,2,132940,6,18.6465,0.8843,0.332669,0.00043824
E_5658,2,629954,1,3.2278,5.0238,1.098894,1.71033635
E_5659,2,399266,6,8.7335,7.0118,1.322283,0.02948921
E_5660,2,256164,4,7.7235,5.8823,1.924202,0.0915933
E_5661,2,306717,2,29.8667,4.5407,0.849642,0.03229323
E_5662,4,463334,6,45.0078,2.3119,1.532229,0.00218626
E_5663,2,462612,2,39.8605,3.1657,0.241876,0.00480242
E_5664,2,126505,2,27.7793,7.0362,1.780322,0.11273414
E_5665,2,661001,6,21.6856,2.3195,1.269884,0.00377298
E_5666,2,547603,1,31.3152,6.2551,1.26177,0.25203408
E_5667,2,304354,4,22.7468,5.9384,0.293461,0.00478828
E_5668,2,701799,2,13.0589,9.7071,0.088772,0.01649677
E_5669,2,312204,4,34.2807,0.7017,1.405884,0.00179859
E_5670,2,350694,2,43.789,1.1704,0.242942,0.00162335
E_5671,2,349836,6,19.2706,5.1102,0.262671,0.00193487
E_5672,3,628168,1,42.2354,5.3184,0.383125,0.04824417
E_5673,2,536670,4,22.123,0.4953,0.204516,0.00028617
E_5674,2,667827,2,20.6655,8.276,1.254531,0.12560183
E_5675,2,340056,6,2.3879,4.9978,0.84979,0.04940511
E_5676,4,319057,6,35.0687,3.5318,0.539531,0.00150935
E_5677,2,639087,2,40.5676,3.2567,0.887091,0.01780355
E_5678,2,607800,2,33.5143,8.6279,1.689839,0.10875777
E_5679,4,204843,2,8.4167,2.0477,1.854888,0.11281898
E_5680,3,543942,1,6.0614,1.6881,0.980078,0.27295174
E_5681,3,148784,2,29.0701,2.2105,1.137838,0.02163039
E_5682,2,213034,2,20.6743,6.2877,0.521828,0.03967605
E_5683,2,534044,1,22.0258,8.1282,1.032065,0.38086384
E_5684,2,154362,6,48.4222,3.3767,1.498758,0.0029032
E_5685,3,153997,2,36.4722,1.8173,0.989353,0.01232412
E_5686,2,281413,4,21.1776,2.171,0.611125,0.00391555
E_5687,2,512289,6,1.9359,6.2299,1.168248,0.1044313
E_5688,2,464543,4,2.6707,2.5357,1.893846,0.11238218
E_5689,3,568731,2,34.5554,8.7851,1.777088,0.11294831
E_5690,2,513532,1,42.0492,1.1285,1.540792,0.04135117
E_5691,2,257255,1,35.6774,0.4204,0.559657,0.00659465
E_5692,2,648912,1,20.8885,0.9749,0.490703,0.0229019
E_5693,2,578997,2,2.5257,8.4719,1.678689,1.4076974
E_5694,2,670993,2,48.4027,6.5472,0.370822,0.01253983
E_5695,2,713614,4,49.3305,9.5817,1.215167,0.01475173
E_5696,2,519972,1,27.9189,3.4293,0.883471,0.10851742
E_5697,2,168369,2,4.4629,2.2055,0.941293,0.11629331
E_5698,2,301893,6,27.5077,5.6636,0.914541,0.00523045
E_5699,2,371733,2,44.7246,5.4245,1.800901,0.05460634
E_5700,2,737300,2,34.3193,5.9511,0.183318,0.00794701
E_5701,2,747999,6,36.2795,3.5406,1.567974,0.00425062
E_5702,2,176425,1,5.1635,0.1584,1.671675,0.05128175
E_5703,2,596297,6,6.2191,0.4468,1.886326,0.00376444
E_5704,2,640282,1,7.2401,6.6719,0.910674,0.83920469
E_5705,2,211915,6,45.3145,5.2803,1.00513,0.00325343
E_5706,4,485105,4,26.7666,8.228,1.922976,0.03694494
E_5707,2,583414,1,39.7872,3.0741,0.922318,0.07126156
E_5708,3,204672,2,6.6493,8.1732,1.012061,0.3110018
E_5709,2,379349,4,46.4545,4.3124,0.671186,0.00389416
E_5710,2,418821,1,41.236,1.0573,0.072939,0.00187017
E_5711,3,132930,1,12.0134,9.7813,0.871779,0.70980172
E_5712,2,173313,1,43.8349,5.1682,1.313632,0.15487917
E_5713,2,213153,6,13.9087,6.3318,1.382992,0.01748871
E_5714,2,585725,1,11.0617,6.7409,0.022952,0.01398674
E_5715,2,332911,2,13.948,3.6879,1.604095,0.10603208
E_5716,3,196058,1,45.5878,7.5005,0.989907,0.16286808
E_5717,3,187876,2,45.864,8.7156,1.046283,0.04970666
E_5718,4,709654,2,17.1208,3.9332,1.92387,0.11049375
E_5719,2,637691,2,35.5663,6.6043,0.576078,0.02674296
E_5720,3,442196,4,34.1115,7.5955,1.525687,0.02123249
E_5721,3,361420,2,40.5216,1.9822,1.153805,0.0141102
E_5722,2,577843,6,15.529,3.3927,1.404589,0.0085241
E_5723,2,435639,1,25.9968,1.1771,0.841457,0.03810004
E_5724,3,263004,6,33.716,6.0619,0.565623,0.00282486
E_5725,2,458234,4,2.2866,8.0293,1.096791,0.24070847
E_5726,3,398845,1,19.4602,6.1473,0.756133,0.23885553
E_5727,2,496601,2,35.0985,1.8799,0.453593,0.00607369
E_5728,3,681529,1,13.3772,5.509,1.68008,0.69189073
E_5729,2,765727,4,47.9275,8.3658,0.956905,0.0104393
E_5730,2,165030,4,2.4779,3.097,1.696158,0.1324963
E_5731,2,264404,6,47.9463,8.3432,0.953323,0.00460803
E_5732,3,307397,1,11.6214,7.8678,1.118027,0.75691507
E_5733,2,579702,1,3.3923,0.3152,1.990608,0.18495995
E_5734,2,518779,1,15.3312,2.4706,1.903493,0.30674506
E_5735,2,205185,6,39.5278,5.4751,0.550663,0.00211872
E_5736,3,136404,4,37.8697,7.2044,1.738624,0.02067244
E_5737,2,155182,2,11.2332,8.8173,0.786903,0.15441637
E_5738,3,395135,1,10.6427,6.4463,0.151785,0.09193641
E_5739,2,728889,6,32.4864,3.8654,1.155804,0.0038201
E_5740,2,746290,6,23.4461,1.9278,1.954333,0.00446362
E_5741,2,445992,2,39.8222,7.6244,1.948884,0.09328384
E_5742,2,325461,4,2.1825,2.1471,0.261666,0.01608886
E_5743,3,708434,1,30.9102,6.9848,1.544761,0.34907075
E_5744,2,588195,1,36.8029,1.894,1.607638,0.08273441
E_5745,2,672285,6,49.6759,1.0014,0.743802,0.0004165
E_5746,3,631458,4,34.2603,2.5859,1.320604,0.00622979
E_5747,2,244375,1,12.3604,2.9208,0.981437,0.23191654
E_5748,2,433887,2,6.3011,6.5074,0.463507,0.11967059
E_5749,3,571068,4,32.4049,1.6927,1.524916,0.00497846
E_5750,2,135187,4,26.636,9.31,0.532878,0.01164095
E_5751,2,757253,6,45.0581,5.5882,0.687491,0.00236845
E_5752,3,769113,6,36.6038,4.9602,0.388137,0.00146102
E_5753,2,138090,1,25.9774,4.4035,1.44135,0.24432717
E_5754,2,569984,6,20.7759,5.7094,0.922861,0.00704473
E_5755,2,418174,4,20.8144,0.3222,0.892313,0.00086329
E_5756,3,641797,1,12.0889,9.9019,1.21308,0.99362199
E_5757,2,168653,1,1.849,5.6195,0.322954,0.98152515
E_5758,2,792289,4,29.1706,0.4484,1.797326,0.00172674
E_5759,3,491770,1,11.4083,5.9408,0.935567,0.48719059
E_5760,3,366186,2,11.208,4.4271,0.739388,0.07301358
E_5761,2,293646,2,7.1437,0.338,0.262114,0.00310044
E_5762,2,399345,1,10.2902,9.2518,0.344229,0.30949232
E_5763,2,638304,6,2.5577,0.2046,1.841517,0.00409194
E_5764,3,387166,2,34.0373,5.8209,0.918668,0.03927658
E_5765,2,652226,1,20.6685,9.6217,1.447146,0.6736824
E_5766,2,274750,2,28.5147,2.4523,0.170228,0.00365996
E_5767,3,360710,6,32.2109,2.6164,1.290494,0.00291175
E_5768,3,332320,4,48.6517,0.1042,1.843823,0.00024681
E_5769,2,467658,1,4.345,0.7569,0.606927,0.10572682
E_5770,3,757346,1,21.478,0.5444,1.16249,0.02946548
E_5771,2,176478,1,13.049,8.2443,1.881036,1.18843016
E_5772,3,505377,1,24.3589,8.3837,1.441452,0.4961103
E_5773,2,227101,1,46.1031,7.2943,0.134028,0.02120553
E_5774,2,456843,1,36.4752,3.5922,0.763687,0.07521046
E_5775,3,594527,6,33.4355,8.2304,0.180688,0.00123549
E_5776,2,461417,4,22.621,5.4438,1.724022,0.02593064
E_5777,2,688033,6,33.8845,3.1127,1.247109,0.00318228
E_5778,3,232283,6,2.5864,4.429,1.9132,0.09100555
E_5779,3,493445,4,29.7257,0.7511,0.049315,7.788e-05
E_5780,2,481116,6,28.1351,9.4546,0.851944,0.00795249
E_5781,2,541758,2,17.9854,6.2293,0.217685,0.01884897
E_5782,2,201489,6,10.8742,7.3392,0.707471,0.01326348
E_5783,2,656107,1,40.5702,6.7982,0.332155,0.055658
E_5784,2,147779,2,3.6392,6.7107,0.6643,0.30624299
E_5785,2,454388,2,4.414,0.2709,1.640331,0.02516797
E_5786,3,689872,4,22.5856,5.3012,0.329792,0.00483796
E_5787,2,513166,6,13.3752,8.2349,0.952593,0.01629157
E_5788,2,770533,6,37.5272,0.5407,1.84395,0.000738
E_5789,2,348815,2,32.0753,9.566,1.997571,0.14893675
E_5790,3,477218,6,38.8542,4.2992,0.508776,0.00156377
E_5791,2,461417,6,16.9093,2.97,1.871781,0.00913237
E_5792,2,354957,4,37.2854,5.365,0.530163,0.00476783
E_5793,2,695644,2,43.2529,8.032,0.832922,0.0386681
E_5794,2,245364,1,17.9185,4.8001,1.757068,0.47069242
E_5795,2,627340,2,17.6549,6.4865,1.57449,0.14461891
E_5796,3,406521,4,45.0976,5.0492,1.7164,0.01201068
E_5797,3,298910,4,3.4397,6.3496,1.602511,0.1848872
E_5798,2,429963,4,18.1593,1.4665,0.477771,0.00241148
E_5799,2,246692,6,6.815,0.4828,1.122002,0.00220797
E_5800,3,130461,2,2.42,1.4553,0.776649,0.11676212
E_5801,3,109472,6,6.5306,2.9298,0.924825,0.01152503
E_5802,2,212036,6,22.131,2.6082,0.316373,0.00103571
E_5803,2,288674,2,34.6608,6.1902,0.638377,0.02850253
E_5804,2,387667,4,15.1748,4.6133,1.716718,0.03261878
E_5805,2,786126,1,42.6341,0.4842,1.796141,0.02039896
E_5806,3,690348,1,22.4432,0.4452,1.224205,0.02428424
E_5807,3,371223,2,48.4432,0.9968,1.001552,0.00515215
E_5808,3,763759,2,47.7536,3.5955,1.428551,0.02688988
E_5809,2,422870,4,38.8905,0.1612,1.221618,0.00031647
E_5810,2,455050,2,46.6879,4.9905,1.967513,0.05257719
E_5811,4,378676,2,35.6477,3.6706,0.388277,0.0099951
E_5812,3,575573,4,44.8836,5.5989,0.903599,0.00704483
E_5813,2,143162,4,12.5872,7.2362,1.837299,0.0660148
E_5814,3,373497,6,17.9256,2.5846,1.830327,0.00733071
E_5815,3,212313,2,37.8936,1.6551,0.99574,0.01087287
E_5816,2,128477,1,21.8035,2.8527,0.27827,0.03640795
E_5817,2,779930,2,42.029,0.1175,1.631766,0.00114048
E_5818,2,186373,1,44.0043,1.2881,1.174479,0.03437951
E_5819,2,793464,1,15.6867,7.5332,1.5486,0.74368181
E_5820,2,628839,1,41.3491,2.3058,0.930422,0.05188425
E_5821,3,168359,6,8.5589,9.9436,0.415729,0.01341632
E_5822,2,548096,4,17.3756,1.7615,0.057739,0.00036584
E_5823,2,243988,4,26.3803,7.9088,1.122685,0.02103627
E_5824,2,226150,6,12.0957,7.0799,0.330482,0.0053733
E_5825,2,573919,4,29.3841,3.2891,0.382403,0.00267526
E_5826,3,796805,6,29.3561,3.3743,0.878248,0.00280414
E_5827,2,409780,2,11.1382,5.6792,0.889733,0.11341536
E_5828,2,567143,6,39.9864,8.5385,0.55603,0.00329811
E_5829,3,451060,4,31.9506,3.9233,0.272525,0.0020915
E_5830,2,207967,4,16.5703,0.7057,1.890456,0.00503195
E_5831,2,194455,2,12.3771,3.8067,0.271965,0.02091138
E_5832,2,561063,6,44.0588,2.1524,0.708037,0.00096082
E_5833,2,275405,2,41.9514,9.3981,0.616687,0.0345381
E_5834,2,339646,1,12.2583,7.003,1.734012,0.99061746
E_5835,2,289937,6,2.7447,0.6032,0.826024,0.00504262
E_5836,2,572312,2,40.4221,3.0006,0.256847,0.00476655
E_5837,3,485007,2,31.1599,0.5971,0.030419,0.00014573
E_5838,2,161192,4,5.9432,8.3172,1.44668,0.1265346
E_5839,2,291758,6,29.7806,9.0723,1.431857,0.01211661
E_5840,2,335161,1,23.157,1.2116,0.84139,0.04402246
E_5841,2,785852,1,38.953,4.4589,0.261353,0.02991674
E_5842,2,776341,6,11.2452,9.3256,0.749551,0.01726666
E_5843,2,386287,6,23.2047,1.5376,1.183866,0.00217905
E_5844,4,207044,2,8.656,2.9898,1.410846,0.12182727
E_5845,2,605173,4,47.9188,3.1123,0.165697,0.00067262
E_5846,2,281062,4,39.1582,0.3976,1.117052,0.00070889
E_5847,2,752694,4,37.0994,0.4591,0.559487,0.00043272
E_5848,4,556104,6,34.8201,9.5326,1.23836,0.00941729
E_5849,2,169351,4,21.7435,5.7538,1.299799,0.02149718
